,PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
204,205,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,27,27
205,206,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,83,83
206,207,4,1,3,0,1,0.0,0.25,0.75,0.25,1,1,0.25,0.25,1,2,0,1,0,0,1,2,2,0,42,9
207,208,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,7,7
208,209,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5
209,210,4,2,2,1,0,0.25,0.0,0.5,0.5,1,0,0.25,0.0,0,0,0,0,0,0,3,1,3,1,129,4
210,211,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,8,6
211,212,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,50,50
212,213,2,2,0,0,1,0.0,0.5,0.0,1.0,0,1,0.0,0.5,0,0,0,0,0,0,0,2,0,2,46,13
213,214,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,35,35
214,215,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,0,1,1,2,2
215,216,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,1,1,1,0,0,0,1,2,0,34,8
216,217,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,93,88
217,218,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,53,53
218,219,5,2,3,3,0,0.6,0.0,0.6,0.4,3,1,0.6,0.2,3,0,0,4,0,0,0,0,5,1,28,1
219,220,8,8,0,1,2,0.125,0.25,0.0,1.0,1,3,0.125,0.375,0,0,0,0,5,0,0,8,0,3,50,6
220,221,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,1,1,0,0,0,0,0,3,0,2,17,8
221,222,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,5,5
222,223,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,12,12
223,224,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,102,98
224,225,4,1,3,0,0,0.0,0.0,0.75,0.25,0,0,0.0,0.0,0,2,0,0,0,0,0,4,0,2,64,15
225,226,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,12,12
226,227,10,5,5,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.1,0,1,0,2,0,0,0,2,8,7,64,17
227,228,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,1,0,0,0,0,2,1,3,3
228,229,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,2,37,22
229,230,5,2,3,2,0,0.4,0.0,0.6,0.4,2,0,0.4,0.0,2,0,0,0,1,0,0,4,1,4,96,2
230,231,6,5,1,0,0,0.0,0.0,0.167,0.833,0,1,0.0,0.167,0,0,0,0,4,0,0,6,0,2,39,20
231,232,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,1,0,1,0,0,1,1,0,10,4
232,233,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,26,26
233,234,6,4,2,1,0,0.167,0.0,0.333,0.667,2,0,0.333,0.0,0,0,0,4,0,0,2,0,6,0,65,4
234,235,5,3,2,0,0,0.0,0.0,0.4,0.6,2,0,0.4,0.0,0,0,0,4,0,0,0,0,5,1,34,9
235,236,13,10,3,2,4,0.154,0.308,0.231,0.769,5,5,0.385,0.385,0,0,0,9,0,0,1,0,13,3,29,3
236,237,5,2,3,0,0,0.0,0.0,0.6,0.4,0,0,0.0,0.0,1,3,0,1,0,0,1,3,2,0,154,17
237,238,5,2,3,3,1,0.6,0.2,0.6,0.4,4,1,0.8,0.2,2,2,0,2,1,0,0,3,2,0,148,1
238,239,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,129,129
239,240,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,18,18
240,241,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,0,2,0,2,13,2
241,242,6,2,4,2,1,0.333,0.167,0.667,0.333,3,1,0.5,0.167,3,2,0,1,1,0,2,3,3,0,86,1
242,243,11,6,5,5,0,0.455,0.0,0.455,0.545,5,0,0.455,0.0,4,4,0,4,0,0,0,6,5,3,128,2
243,244,9,6,3,0,0,0.0,0.0,0.333,0.667,1,0,0.111,0.0,0,0,4,1,0,2,2,2,7,0,94,10
244,245,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,18,18
245,246,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,0,2,0,1,86,8
246,247,15,10,5,5,2,0.333,0.133,0.333,0.667,7,2,0.467,0.133,0,1,1,5,8,0,0,9,6,0,107,3
247,248,3,1,2,0,0,0.0,0.0,0.667,0.333,0,1,0.0,0.333,0,1,2,0,0,0,0,1,2,0,44,35
248,249,7,2,5,0,1,0.0,0.143,0.714,0.286,3,1,0.429,0.143,0,1,1,5,0,0,0,1,6,0,135,8
249,250,48,28,20,10,3,0.208,0.062,0.417,0.583,10,4,0.208,0.083,6,0,0,1,16,0,0,26,22,31,67,1
250,251,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,29,29
251,252,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,6,6
252,253,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,40,40
253,254,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,22,22
254,255,13,3,10,4,3,0.308,0.231,0.769,0.231,11,3,0.846,0.231,1,0,0,3,0,0,1,0,13,9,18,3
255,256,4,2,2,2,0,0.5,0.0,0.5,0.5,2,0,0.5,0.0,2,0,0,2,0,0,0,2,2,2,81,2
256,257,7,2,5,2,1,0.286,0.143,0.714,0.286,2,2,0.286,0.286,2,0,0,0,3,0,2,4,3,2,68,3
257,258,5,1,4,0,1,0.0,0.2,0.8,0.2,1,1,0.2,0.2,0,0,0,3,0,0,0,0,5,2,15,10
258,259,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,0,0,0,2,0,0,2,0,0,27,14
259,260,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,28,28
260,261,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,1,1,1,3,1,1,37,19
261,262,6,1,5,0,0,0.0,0.0,0.833,0.167,0,0,0.0,0.0,0,0,0,0,1,0,0,6,0,5,78,16
262,263,37,25,12,4,7,0.108,0.189,0.324,0.676,17,14,0.459,0.378,2,3,0,22,2,0,1,5,32,9,130,3
263,264,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
264,265,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,20,20
265,266,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,18,18
266,267,6,3,3,3,1,0.5,0.167,0.5,0.5,3,1,0.5,0.167,3,2,0,3,0,0,0,2,4,1,53,2
267,268,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,3,91,19
268,269,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,1,0,0,3,0,0,0,0,3,0,11,3
269,270,11,8,3,1,1,0.091,0.091,0.273,0.727,1,1,0.091,0.091,0,0,2,0,6,0,3,6,5,0,159,5
270,271,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,28,28
271,272,3,0,3,3,0,1.0,0.0,1.0,0.0,3,0,1.0,0.0,2,0,0,1,0,0,0,0,3,2,5,2
272,273,6,3,3,1,1,0.167,0.167,0.5,0.5,1,2,0.167,0.333,1,1,0,0,2,0,0,4,2,3,50,2
273,274,5,1,4,2,1,0.4,0.2,0.8,0.2,4,1,0.8,0.2,2,1,1,1,1,0,0,2,3,1,71,3
274,275,25,23,2,0,1,0.0,0.04,0.08,0.92,1,1,0.04,0.04,0,2,0,3,20,0,0,22,3,0,61,12
275,276,22,16,6,5,4,0.227,0.182,0.273,0.727,6,6,0.273,0.273,6,1,0,0,21,0,0,22,0,0,51,3
276,277,4,1,3,1,0,0.25,0.0,0.75,0.25,1,0,0.25,0.0,1,0,0,3,0,0,0,0,4,1,42,5
277,278,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,12,12
278,279,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,2,0,0,0,2,0,0,2,0,0,5,3
279,280,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,35,35
280,281,4,4,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,2,1,0,0,2,2,0,89,58
281,282,10,5,5,2,3,0.2,0.3,0.5,0.5,3,4,0.3,0.4,1,1,0,5,0,0,2,2,8,2,29,3
282,283,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,70,70
283,284,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,11,11
284,285,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,2,1,0,1,0,0,0,1,2,1,12,2
285,286,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,14,14
286,287,7,3,4,1,1,0.143,0.143,0.571,0.429,2,2,0.286,0.286,0,1,0,0,4,0,0,5,2,2,40,2
287,288,3,2,1,0,0,0.0,0.0,0.333,0.667,1,0,0.333,0.0,0,1,0,0,2,0,0,3,0,0,26,7
288,289,3,1,2,2,0,0.667,0.0,0.667,0.333,2,0,0.667,0.0,1,0,0,1,0,0,0,1,2,2,58,1
289,290,6,2,4,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,2,0,0,4,0,0,0,0,6,2,70,16
290,291,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,31,31
291,292,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,1,0,0,1,0,0,0,0,3,2,6,2
292,293,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,3,3
293,294,3,1,2,0,1,0.0,0.333,0.667,0.333,0,1,0.0,0.333,0,1,0,1,0,0,0,1,2,1,29,25
294,295,3,1,2,2,1,0.667,0.333,0.667,0.333,3,1,1.0,0.333,0,0,0,0,0,3,0,3,0,0,12,2
295,296,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,1,1,1,15,2
296,297,2,1,1,2,1,1.0,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,1,0,0,1,0,2,0,5,3
297,298,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,3,3
298,299,2,2,0,0,2,0.0,1.0,0.0,1.0,1,2,0.5,1.0,0,0,0,2,0,0,0,0,2,0,13,8
299,300,6,3,3,1,1,0.167,0.167,0.5,0.5,2,1,0.333,0.167,3,2,0,0,4,0,0,6,0,0,62,3
300,301,18,13,5,2,1,0.111,0.056,0.278,0.722,4,3,0.222,0.167,3,2,0,1,15,0,0,17,1,0,123,4
301,302,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,1,0,0,0,0,0,1,0,2,2
302,303,15,6,9,3,0,0.2,0.0,0.6,0.4,4,0,0.267,0.0,2,2,3,1,5,2,0,11,4,2,213,1
303,304,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,0,53,38
304,305,12,3,9,0,2,0.0,0.167,0.75,0.25,7,3,0.583,0.25,1,0,0,6,0,0,0,0,12,6,93,7
305,306,20,5,15,12,3,0.6,0.15,0.75,0.25,16,4,0.8,0.2,6,1,0,14,0,0,3,1,19,2,20,1
306,307,5,3,2,0,2,0.0,0.4,0.4,0.6,0,2,0.0,0.4,0,0,0,3,0,0,1,0,5,1,50,12
307,308,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9,9
308,309,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,0,0,0,0,2,0,2,1,1,28,14
309,310,4,4,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,4,0,0,4,0,0,56,23
310,311,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,88,88
311,312,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,2,0,0,0,2,0,0,2,0,0,3,3
312,313,4,1,3,0,0,0.0,0.0,0.75,0.25,0,0,0.0,0.0,1,0,0,2,0,0,1,0,4,1,38,25
313,314,24,18,6,2,1,0.083,0.042,0.25,0.75,3,5,0.125,0.208,4,1,0,1,21,0,1,22,2,0,88,6
314,315,5,0,5,3,0,0.6,0.0,1.0,0.0,4,0,0.8,0.0,3,2,0,2,0,0,1,2,3,0,14,1
315,316,2,1,1,0,1,0.0,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,2,0,0,0,0,2,0,12,6
316,317,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,11,4
317,318,4,1,3,1,1,0.25,0.25,0.75,0.25,3,1,0.75,0.25,0,0,1,3,0,0,0,0,4,0,15,4
318,319,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,0,0,0,0,2,1,3,65,46
319,320,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,0,0,0,0,2,0,2,1,1,91,60
320,321,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,72,72
321,322,7,3,4,1,0,0.143,0.0,0.571,0.429,3,1,0.429,0.143,3,0,1,0,5,0,0,5,2,1,52,4
322,323,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,98,98
323,324,9,7,2,1,0,0.111,0.0,0.222,0.778,2,2,0.222,0.222,1,0,0,0,9,0,0,9,0,0,63,5
324,325,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,5,5
325,326,5,2,3,3,1,0.6,0.2,0.6,0.4,4,1,0.8,0.2,3,0,0,0,4,1,0,5,0,0,38,0
326,327,4,2,2,2,1,0.5,0.25,0.5,0.5,3,2,0.75,0.5,1,0,0,3,0,0,1,0,4,0,15,2
327,328,6,0,6,4,0,0.667,0.0,1.0,0.0,5,0,0.833,0.0,1,0,0,4,0,0,0,0,6,2,41,3
328,329,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,0,1,0,0,2,0,0,8,4
329,330,3,0,3,0,0,0.0,0.0,1.0,0.0,2,0,0.667,0.0,0,0,0,3,0,0,0,0,3,0,13,7
330,331,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0,0,0,1,0,1,72,72
331,332,37,31,6,1,2,0.027,0.054,0.162,0.838,3,3,0.081,0.081,5,1,0,3,32,0,0,33,4,1,131,4
332,333,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,4,4
333,334,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,14,5
334,335,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,1,0,0,2,0,0,3,0,0,175,60
335,336,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,1,2,0,1,0,0,0,2,1,0,34,2
336,337,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,1,1,0,0,1,1,0,10,2
337,338,2,1,1,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.5,0,0,0,1,0,0,1,0,2,0,32,16
338,339,4,3,1,1,1,0.25,0.25,0.25,0.75,1,3,0.25,0.75,0,0,0,0,0,0,0,4,0,4,17,5
339,340,5,2,3,2,1,0.4,0.2,0.6,0.4,2,1,0.4,0.2,1,1,0,0,1,0,0,3,2,3,52,5
340,341,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,18,18
341,342,11,5,6,1,1,0.091,0.091,0.545,0.455,3,1,0.273,0.091,1,0,2,5,1,0,0,1,10,3,68,3
342,343,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1
343,344,11,6,5,2,0,0.182,0.0,0.455,0.545,5,2,0.455,0.182,1,0,0,1,8,0,0,8,3,2,32,5
344,345,5,3,2,1,3,0.2,0.6,0.4,0.6,1,3,0.2,0.6,0,1,0,3,0,0,0,1,4,1,23,5
345,346,9,2,7,7,2,0.778,0.222,0.778,0.222,9,2,1.0,0.222,2,0,2,3,0,0,2,2,7,2,7,3
346,347,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,20,20
347,348,6,3,3,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,1,1,0,0,3,0,0,5,1,2,110,13
348,349,7,6,1,4,3,0.571,0.429,0.143,0.857,7,6,1.0,0.857,1,0,0,0,0,0,7,0,7,0,7,5
349,350,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,17,17
350,351,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,1,0,1,0,0,0,1,2,1,40,40
351,352,4,0,4,1,0,0.25,0.0,1.0,0.0,1,0,0.25,0.0,2,0,1,0,0,2,1,2,2,0,19,5
352,353,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,1,0,0,0,0,2,1,53,2
353,354,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,110,110
354,355,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,86,61
355,356,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0,0,0,1,0,1,17,17
356,357,5,1,4,3,1,0.6,0.2,0.8,0.2,4,1,0.8,0.2,0,0,0,4,0,0,1,0,5,0,14,3
357,358,12,6,6,3,1,0.25,0.083,0.5,0.5,6,3,0.5,0.25,0,0,0,10,0,0,2,0,12,0,30,5
358,359,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,6,6
359,360,12,11,1,0,0,0.0,0.0,0.083,0.917,0,1,0.0,0.083,1,0,0,2,7,0,1,7,5,2,78,19
360,361,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,1,0,0,0,0,0,1,0,17,17
361,362,3,2,1,1,1,0.333,0.333,0.333,0.667,1,1,0.333,0.333,0,1,0,0,2,0,0,3,0,0,56,4
362,363,6,3,3,1,1,0.167,0.167,0.5,0.5,2,1,0.333,0.167,1,1,0,4,0,0,0,1,5,1,42,1
363,364,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,12,12
364,365,6,2,4,3,2,0.5,0.333,0.667,0.333,3,2,0.5,0.333,0,0,0,0,5,0,0,5,1,1,17,6
365,366,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,18,12
366,367,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,1,0,0,0,1,1,0,20,11
367,368,4,2,2,1,0,0.25,0.0,0.5,0.5,1,0,0.25,0.0,0,0,0,3,0,0,1,0,4,0,41,3
368,369,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8
369,370,21,16,5,1,0,0.048,0.0,0.238,0.762,3,1,0.143,0.048,5,0,0,0,18,0,0,20,1,3,87,5
370,371,4,2,2,2,0,0.5,0.0,0.5,0.5,2,0,0.5,0.0,1,2,0,0,0,1,0,3,1,1,174,4
371,372,16,11,5,2,8,0.125,0.5,0.312,0.688,8,8,0.5,0.5,1,1,0,14,0,0,1,1,15,0,111,3
372,373,22,20,2,0,0,0.0,0.0,0.091,0.909,2,1,0.091,0.045,1,0,0,0,6,0,0,22,0,16,90,8
373,374,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,11,11
374,375,11,3,8,8,1,0.727,0.091,0.727,0.273,8,1,0.727,0.091,5,1,0,0,2,0,5,6,5,3,34,1
375,376,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,15,6
376,377,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,19,19
377,378,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,1,0,0,1,0,2,0,12,5
378,379,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,61,61
379,380,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,11,11
380,381,4,4,0,0,1,0.0,0.25,0.0,1.0,0,1,0.0,0.25,0,2,0,2,0,0,0,2,2,0,138,24
381,382,2,2,0,0,2,0.0,1.0,0.0,1.0,0,2,0.0,1.0,0,0,0,1,0,0,0,0,2,1,23,23
382,383,3,1,2,1,0,0.333,0.0,0.667,0.333,2,1,0.667,0.333,1,0,0,3,0,0,0,0,3,0,14,1
383,384,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,39,39
384,385,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
385,386,8,6,2,0,0,0.0,0.0,0.25,0.75,0,0,0.0,0.0,0,0,1,0,2,0,5,2,6,0,137,12
386,387,6,2,4,3,1,0.5,0.167,0.667,0.333,4,2,0.667,0.333,2,1,0,3,0,0,0,1,5,2,22,3
387,388,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,1,0,0,1,0,2,0,21,14
388,389,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,1,0,0,0,1,1,0,8,6
389,390,10,3,7,0,1,0.0,0.1,0.7,0.3,4,2,0.4,0.2,4,3,0,0,1,0,0,7,3,6,31,6
390,391,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,0,0,0,0,0,0,2,0,2,17,12
391,392,10,6,4,0,0,0.0,0.0,0.4,0.6,0,0,0.0,0.0,0,0,0,2,7,0,1,7,3,0,44,17
392,393,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,2,57,57
393,394,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,71,71
394,395,7,4,3,1,1,0.143,0.143,0.429,0.571,1,2,0.143,0.286,0,1,0,3,0,0,2,1,6,1,44,4
395,396,2,1,1,0,1,0.0,0.5,0.5,0.5,0,1,0.0,0.5,0,1,1,0,0,0,0,1,1,0,18,16
396,397,9,7,2,1,2,0.111,0.222,0.222,0.778,1,2,0.111,0.222,0,0,0,0,5,0,0,8,1,4,64,3
397,398,17,9,8,0,0,0.0,0.0,0.471,0.529,0,1,0.0,0.059,1,1,0,0,6,4,0,12,5,6,183,17
398,399,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,34,34
399,400,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7,7
400,401,4,1,3,1,1,0.25,0.25,0.75,0.25,1,1,0.25,0.25,0,0,0,2,1,0,0,1,3,1,14,6
401,402,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,15,15
402,403,3,0,3,0,0,0.0,0.0,1.0,0.0,3,0,1.0,0.0,3,0,0,0,1,0,0,3,0,2,11,8
403,404,129,122,7,0,7,0.0,0.054,0.054,0.946,8,17,0.062,0.132,1,2,1,1,122,0,1,126,3,2,97,10
404,405,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,1,1,0,0,0,0,0,2,0,1,40,10
405,406,13,8,5,2,2,0.154,0.154,0.385,0.615,5,6,0.385,0.462,4,0,0,1,1,0,0,12,1,11,28,2
406,407,3,2,1,0,0,0.0,0.0,0.333,0.667,1,1,0.333,0.333,0,0,0,0,1,0,2,1,2,0,41,10
407,408,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,13,13
408,409,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,108,6
409,410,15,13,2,1,0,0.067,0.0,0.133,0.867,1,1,0.067,0.067,0,1,0,1,12,0,0,14,1,1,36,3
410,411,7,2,5,0,0,0.0,0.0,0.714,0.286,0,0,0.0,0.0,0,0,2,4,0,0,0,0,7,1,35,14
411,412,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,21,14
