PROSPECTID,Actual_Risk_Grade
CUST106987,2
CUST106988,3
CUST106989,1
CUST106990,1
CUST106991,1
CUST106992,1
CUST106993,2
CUST106994,1
CUST106995,1
CUST106996,2
CUST106997,1
CUST106998,1
CUST106999,0
CUST107000,0
CUST107001,1
CUST107002,2
CUST107003,1
CUST107004,1
CUST107005,1
CUST107006,2
CUST107007,1
CUST107008,2
CUST107009,1
CUST107010,3
CUST107011,1
CUST107012,2
CUST107013,1
CUST107014,1
CUST107015,1
CUST107016,1
CUST107017,1
CUST107018,1
CUST107019,1
CUST107020,2
CUST107021,1
CUST107022,0
CUST107023,3
CUST107024,1
CUST107025,1
CUST107026,1
CUST107027,2
CUST107028,3
CUST107029,1
CUST107030,1
CUST107031,0
CUST107032,1
CUST107033,1
CUST107034,0
CUST107035,3
CUST107036,2
CUST107037,2
CUST107038,2
CUST107039,1
CUST107040,0
CUST107041,1
CUST107042,0
CUST107043,1
CUST107044,1
CUST107045,1
CUST107046,1
CUST107047,1
CUST107048,1
CUST107049,1
CUST107050,1
CUST107051,1
CUST107052,1
CUST107053,1
CUST107054,1
CUST107055,3
CUST107056,3
CUST107057,0
CUST107058,1
CUST107059,1
CUST107060,2
CUST107061,1
CUST107062,3
CUST107063,1
CUST107064,1
CUST107065,1
CUST107066,1
CUST107067,1
CUST107068,0
CUST107069,2
CUST107070,1
CUST107071,2
CUST107072,3
CUST107073,1
CUST107074,1
CUST107075,2
CUST107076,1
CUST107077,1
CUST107078,0
CUST107079,1
CUST107080,1
CUST107081,1
CUST107082,0
CUST107083,1
CUST107084,3
CUST107085,1
CUST107086,1
CUST107087,0
CUST107088,2
CUST107089,2
CUST107090,1
CUST107091,1
CUST107092,1
CUST107093,1
CUST107094,1
CUST107095,1
CUST107096,1
CUST107097,1
CUST107098,1
CUST107099,1
CUST107100,1
CUST107101,1
CUST107102,1
CUST107103,2
CUST107104,1
CUST107105,0
CUST107106,1
CUST107107,3
CUST107108,1
CUST107109,3
CUST107110,1
CUST107111,3
CUST107112,1
CUST107113,1
CUST107114,1
CUST107115,0
CUST107116,1
CUST107117,1
CUST107118,2
CUST107119,0
CUST107120,1
CUST107121,1
CUST107122,0
CUST107123,2
CUST107124,2
CUST107125,1
CUST107126,1
CUST107127,0
CUST107128,1
CUST107129,1
CUST107130,0
CUST107131,3
CUST107132,3
CUST107133,2
CUST107134,2
CUST107135,1
CUST107136,0
CUST107137,1
CUST107138,1
CUST107139,0
CUST107140,3
CUST107141,0
CUST107142,1
CUST107143,2
CUST107144,1
CUST107145,2
CUST107146,1
CUST107147,1
CUST107148,0
CUST107149,3
CUST107150,1
CUST107151,3
CUST107152,1
CUST107153,1
CUST107154,1
CUST107155,2
CUST107156,2
CUST107157,1
CUST107158,1
CUST107159,1
CUST107160,1
CUST107161,1
CUST107162,2
CUST107163,3
CUST107164,2
CUST107165,0
CUST107166,1
CUST107167,1
CUST107168,1
CUST107169,3
CUST107170,1
CUST107171,2
CUST107172,3
CUST107173,2
CUST107174,1
CUST107175,2
CUST107176,1
CUST107177,1
CUST107178,1
CUST107179,2
CUST107180,1
CUST107181,1
CUST107182,0
CUST107183,1
CUST107184,1
CUST107185,1
CUST107186,1
CUST107187,1
CUST107188,1
CUST107189,1
CUST107190,1
CUST107191,1
CUST107192,1
CUST107193,1
CUST107194,2
CUST107195,2
CUST107196,1
CUST107197,1
CUST107198,0
CUST107199,2
CUST107200,1
CUST107201,1
CUST107202,1
CUST107203,3
CUST107204,1
CUST107205,1
CUST107206,1
CUST107207,2
CUST107208,2
CUST107209,1
CUST107210,2
CUST107211,1
CUST107212,1
CUST107213,1
CUST107214,3
CUST107215,1
CUST107216,2
CUST107217,2
CUST107218,1
CUST107219,1
CUST107220,3
CUST107221,2
CUST107222,1
CUST107223,3
CUST107224,1
CUST107225,1
CUST107226,1
CUST107227,3
CUST107228,1
CUST107229,3
CUST107230,1
CUST107231,1
CUST107232,1
CUST107233,1
CUST107234,2
CUST107235,1
CUST107236,1
CUST107237,3
CUST107238,1
CUST107239,1
CUST107240,1
CUST107241,1
CUST107242,1
CUST107243,1
CUST107244,1
CUST107245,2
CUST107246,1
CUST107247,1
CUST107248,1
CUST107249,3
CUST107250,1
CUST107251,3
CUST107252,1
CUST107253,1
CUST107254,1
CUST107255,3
CUST107256,1
CUST107257,1
CUST107258,1
CUST107259,2
CUST107260,2
CUST107261,1
CUST107262,1
CUST107263,2
CUST107264,1
CUST107265,3
CUST107266,2
CUST107267,1
CUST107268,2
CUST107269,1
CUST107270,1
CUST107271,0
CUST107272,3
CUST107273,1
CUST107274,0
CUST107275,1
CUST107276,1
CUST107277,1
CUST107278,2
CUST107279,1
CUST107280,1
CUST107281,1
CUST107282,1
CUST107283,1
CUST107284,0
CUST107285,2
CUST107286,0
CUST107287,2
CUST107288,2
CUST107289,1
CUST107290,1
CUST107291,2
CUST107292,2
CUST107293,1
CUST107294,2
CUST107295,2
CUST107296,2
CUST107297,1
CUST107298,2
CUST107299,1
CUST107300,1
CUST107301,1
CUST107302,1
CUST107303,1
CUST107304,2
CUST107305,1
CUST107306,0
CUST107307,0
CUST107308,1
CUST107309,0
CUST107310,2
CUST107311,1
CUST107312,1
CUST107313,1
CUST107314,2
CUST107315,0
CUST107316,1
CUST107317,2
CUST107318,1
CUST107319,0
CUST107320,1
CUST107321,1
CUST107322,2
CUST107323,2
CUST107324,1
CUST107325,1
CUST107326,1
CUST107327,1
CUST107328,1
CUST107329,1
CUST107330,0
CUST107331,0
CUST107332,1
CUST107333,2
CUST107334,1
CUST107335,0
CUST107336,0
CUST107337,0
CUST107338,1
CUST107339,3
CUST107340,1
CUST107341,0
CUST107342,1
CUST107343,1
CUST107344,3
CUST107345,1
CUST107346,1
CUST107347,3
CUST107348,1
CUST107349,1
CUST107350,1
CUST107351,3
CUST107352,3
CUST107353,1
CUST107354,1
CUST107355,1
CUST107356,1
CUST107357,1
CUST107358,2
CUST107359,3
CUST107360,1
CUST107361,1
CUST107362,1
CUST107363,1
CUST107364,0
CUST107365,1
CUST107366,1
CUST107367,1
CUST107368,1
CUST107369,1
CUST107370,1
CUST107371,1
CUST107372,1
CUST107373,1
CUST107374,1
CUST107375,1
CUST107376,1
CUST107377,1
CUST107378,1
CUST107379,1
CUST107380,2
CUST107381,1
CUST107382,1
CUST107383,1
CUST107384,1
CUST107385,1
CUST107386,1
CUST107387,3
CUST107388,2
CUST107389,1
CUST107390,1
CUST107391,0
CUST107392,2
CUST107393,1
CUST107394,1
CUST107395,1
CUST107396,3
CUST107397,1
CUST107398,1
CUST107399,1
CUST107400,2
CUST107401,1
CUST107402,3
CUST107403,2
CUST107404,2
CUST107405,1
CUST107406,0
CUST107407,1
CUST107408,1
CUST107409,1
CUST107410,1
CUST107411,2
CUST107412,1
CUST107413,1
CUST107414,1
CUST107415,3
CUST107416,3
CUST107417,1
CUST107418,1
CUST107419,1
CUST107420,1
CUST107421,1
CUST107422,1
CUST107423,1
CUST107424,0
CUST107425,1
CUST107426,1
CUST107427,1
CUST107428,1
CUST107429,1
CUST107430,2
CUST107431,0
CUST107432,1
CUST107433,2
CUST107434,1
CUST107435,1
CUST107436,2
CUST107437,1
CUST107438,1
CUST107439,3
CUST107440,1
CUST107441,0
CUST107442,1
CUST107443,1
CUST107444,1
CUST107445,1
CUST107446,1
CUST107447,1
CUST107448,1
CUST107449,3
CUST107450,1
CUST107451,1
CUST107452,1
CUST107453,2
CUST107454,1
CUST107455,1
CUST107456,2
CUST107457,0
CUST107458,1
CUST107459,2
CUST107460,1
CUST107461,1
CUST107462,1
CUST107463,1
CUST107464,1
CUST107465,1
CUST107466,1
CUST107467,1
CUST107468,1
CUST107469,1
CUST107470,0
CUST107471,1
CUST107472,2
CUST107473,1
CUST107474,1
CUST107475,1
CUST107476,2
CUST107477,3
CUST107478,1
CUST107479,1
CUST107480,2
CUST107481,3
CUST107482,1
CUST107483,1
CUST107484,0
CUST107485,1
CUST107486,1
CUST107487,3
CUST107488,0
CUST107489,1
CUST107490,1
CUST107491,2
CUST107492,1
CUST107493,1
CUST107494,1
CUST107495,1
CUST107496,1
CUST107497,1
CUST107498,1
CUST107499,2
CUST107500,1
CUST107501,1
CUST107502,1
CUST107503,2
CUST107504,1
CUST107505,1
CUST107506,1
CUST107507,1
CUST107508,1
CUST107509,1
CUST107510,2
CUST107511,2
CUST107512,1
CUST107513,1
CUST107514,2
CUST107515,1
CUST107516,1
CUST107517,1
CUST107518,1
CUST107519,1
CUST107520,1
CUST107521,1
CUST107522,1
CUST107523,3
CUST107524,1
CUST107525,1
CUST107526,1
CUST107527,2
CUST107528,0
CUST107529,3
CUST107530,3
CUST107531,2
CUST107532,1
CUST107533,1
CUST107534,0
CUST107535,1
CUST107536,1
CUST107537,1
CUST107538,1
CUST107539,1
CUST107540,1
CUST107541,1
CUST107542,3
CUST107543,1
CUST107544,1
CUST107545,1
CUST107546,2
CUST107547,1
CUST107548,0
CUST107549,1
CUST107550,1
CUST107551,1
CUST107552,0
CUST107553,1
CUST107554,1
CUST107555,1
CUST107556,3
CUST107557,1
CUST107558,1
CUST107559,1
CUST107560,0
CUST107561,2
CUST107562,1
CUST107563,1
CUST107564,1
CUST107565,1
CUST107566,3
CUST107567,0
CUST107568,2
CUST107569,3
CUST107570,2
CUST107571,1
CUST107572,1
CUST107573,1
CUST107574,1
CUST107575,1
CUST107576,1
CUST107577,1
CUST107578,1
CUST107579,1
CUST107580,3
CUST107581,1
CUST107582,3
CUST107583,1
CUST107584,2
CUST107585,1
CUST107586,1
CUST107587,2
CUST107588,1
CUST107589,2
CUST107590,1
CUST107591,1
CUST107592,1
CUST107593,1
CUST107594,1
CUST107595,1
CUST107596,1
CUST107597,0
CUST107598,1
CUST107599,1
CUST107600,1
CUST107601,0
CUST107602,1
CUST107603,1
CUST107604,1
CUST107605,1
CUST107606,1
CUST107607,1
CUST107608,1
CUST107609,1
CUST107610,1
CUST107611,3
CUST107612,1
CUST107613,1
CUST107614,1
CUST107615,0
CUST107616,1
CUST107617,1
CUST107618,1
CUST107619,0
CUST107620,2
CUST107621,0
CUST107622,2
CUST107623,3
CUST107624,1
CUST107625,2
CUST107626,1
CUST107627,0
CUST107628,1
CUST107629,1
CUST107630,0
CUST107631,1
CUST107632,3
CUST107633,1
CUST107634,1
CUST107635,1
CUST107636,1
CUST107637,1
CUST107638,2
CUST107639,1
CUST107640,1
CUST107641,1
CUST107642,1
CUST107643,1
CUST107644,1
CUST107645,1
CUST107646,1
CUST107647,3
CUST107648,1
CUST107649,1
CUST107650,1
CUST107651,1
CUST107652,0
CUST107653,3
CUST107654,1
CUST107655,1
CUST107656,0
CUST107657,1
CUST107658,1
CUST107659,1
CUST107660,1
CUST107661,0
CUST107662,1
CUST107663,1
CUST107664,1
CUST107665,1
CUST107666,1
CUST107667,1
CUST107668,0
CUST107669,1
CUST107670,2
CUST107671,1
CUST107672,3
CUST107673,1
CUST107674,3
CUST107675,1
CUST107676,2
CUST107677,1
CUST107678,1
CUST107679,3
CUST107680,1
CUST107681,3
CUST107682,1
CUST107683,3
CUST107684,1
CUST107685,1
CUST107686,2
CUST107687,1
CUST107688,1
CUST107689,1
CUST107690,1
CUST107691,1
CUST107692,1
CUST107693,1
CUST107694,3
CUST107695,1
CUST107696,2
CUST107697,0
CUST107698,1
CUST107699,2
CUST107700,1
CUST107701,1
CUST107702,1
CUST107703,1
CUST107704,1
CUST107705,1
CUST107706,1
CUST107707,1
CUST107708,2
CUST107709,1
CUST107710,1
CUST107711,0
CUST107712,1
CUST107713,1
CUST107714,1
CUST107715,1
CUST107716,1
CUST107717,0
CUST107718,1
CUST107719,2
CUST107720,3
CUST107721,2
CUST107722,1
CUST107723,1
CUST107724,1
CUST107725,3
CUST107726,3
CUST107727,1
CUST107728,3
CUST107729,2
CUST107730,3
CUST107731,1
CUST107732,1
CUST107733,1
CUST107734,1
CUST107735,3
CUST107736,1
CUST107737,0
CUST107738,1
CUST107739,2
CUST107740,1
CUST107741,1
CUST107742,1
CUST107743,1
CUST107744,3
CUST107745,1
CUST107746,1
CUST107747,0
CUST107748,0
CUST107749,0
CUST107750,2
CUST107751,1
CUST107752,1
CUST107753,1
CUST107754,1
CUST107755,1
CUST107756,2
CUST107757,1
CUST107758,0
CUST107759,2
CUST107760,1
CUST107761,3
CUST107762,1
CUST107763,1
CUST107764,2
CUST107765,1
CUST107766,1
CUST107767,3
CUST107768,1
CUST107769,0
CUST107770,1
CUST107771,2
CUST107772,0
CUST107773,1
CUST107774,1
CUST107775,1
CUST107776,0
CUST107777,2
CUST107778,0
CUST107779,0
CUST107780,3
CUST107781,3
CUST107782,0
CUST107783,1
CUST107784,0
CUST107785,1
CUST107786,1
CUST107787,1
CUST107788,1
CUST107789,1
CUST107790,0
CUST107791,1
CUST107792,1
CUST107793,0
CUST107794,2
CUST107795,1
CUST107796,1
CUST107797,1
CUST107798,2
CUST107799,0
CUST107800,1
CUST107801,3
CUST107802,3
CUST107803,2
CUST107804,1
CUST107805,1
CUST107806,1
CUST107807,1
CUST107808,1
CUST107809,1
CUST107810,2
CUST107811,1
CUST107812,1
CUST107813,2
CUST107814,0
CUST107815,3
CUST107816,1
CUST107817,0
CUST107818,1
CUST107819,1
CUST107820,1
CUST107821,0
CUST107822,1
CUST107823,1
CUST107824,1
CUST107825,1
CUST107826,2
CUST107827,1
CUST107828,2
CUST107829,1
CUST107830,3
CUST107831,2
CUST107832,1
CUST107833,1
CUST107834,2
CUST107835,1
CUST107836,1
CUST107837,1
CUST107838,1
CUST107839,1
CUST107840,1
CUST107841,0
CUST107842,1
CUST107843,1
CUST107844,1
CUST107845,3
CUST107846,0
CUST107847,1
CUST107848,1
CUST107849,1
CUST107850,1
CUST107851,3
CUST107852,0
CUST107853,1
CUST107854,1
CUST107855,1
CUST107856,0
CUST107857,2
CUST107858,1
CUST107859,1
CUST107860,3
CUST107861,1
CUST107862,1
CUST107863,1
CUST107864,1
CUST107865,1
CUST107866,1
CUST107867,1
CUST107868,1
CUST107869,1
CUST107870,0
CUST107871,1
CUST107872,1
CUST107873,2
CUST107874,1
CUST107875,2
CUST107876,1
CUST107877,1
CUST107878,0
CUST107879,1
CUST107880,1
CUST107881,0
CUST107882,3
CUST107883,1
CUST107884,2
CUST107885,1
CUST107886,1
CUST107887,2
CUST107888,0
CUST107889,1
CUST107890,3
CUST107891,3
CUST107892,2
CUST107893,1
CUST107894,1
CUST107895,1
CUST107896,2
CUST107897,1
CUST107898,3
CUST107899,2
CUST107900,2
CUST107901,2
CUST107902,1
CUST107903,1
CUST107904,3
CUST107905,3
CUST107906,1
CUST107907,2
CUST107908,1
CUST107909,1
CUST107910,1
CUST107911,0
CUST107912,1
CUST107913,1
CUST107914,3
CUST107915,2
CUST107916,0
CUST107917,1
CUST107918,1
CUST107919,1
CUST107920,1
CUST107921,2
CUST107922,1
CUST107923,1
CUST107924,1
CUST107925,1
CUST107926,3
CUST107927,1
CUST107928,0
CUST107929,2
CUST107930,1
CUST107931,0
CUST107932,1
CUST107933,2
CUST107934,1
CUST107935,3
CUST107936,1
CUST107937,3
CUST107938,1
CUST107939,1
CUST107940,2
CUST107941,1
CUST107942,1
CUST107943,1
CUST107944,1
CUST107945,1
CUST107946,1
CUST107947,0
CUST107948,3
CUST107949,1
CUST107950,2
CUST107951,1
CUST107952,1
CUST107953,1
CUST107954,0
CUST107955,2
CUST107956,2
CUST107957,1
CUST107958,1
CUST107959,1
CUST107960,1
CUST107961,3
CUST107962,2
CUST107963,0
CUST107964,2
CUST107965,1
CUST107966,0
CUST107967,1
CUST107968,0
CUST107969,2
CUST107970,1
CUST107971,1
CUST107972,1
CUST107973,1
CUST107974,1
CUST107975,1
CUST107976,0
CUST107977,0
CUST107978,1
CUST107979,1
CUST107980,1
CUST107981,1
CUST107982,1
CUST107983,0
CUST107984,3
CUST107985,1
CUST107986,1
CUST107987,2
CUST107988,3
CUST107989,1
CUST107990,0
CUST107991,0
CUST107992,1
CUST107993,1
CUST107994,2
CUST107995,3
CUST107996,1
CUST107997,2
CUST107998,2
CUST107999,0
CUST108000,2
CUST108001,1
CUST108002,1
CUST108003,1
CUST108004,2
CUST108005,3
CUST108006,1
CUST108007,0
CUST108008,1
CUST108009,1
CUST108010,1
CUST108011,1
CUST108012,3
CUST108013,1
CUST108014,1
CUST108015,1
CUST108016,3
CUST108017,2
CUST108018,0
CUST108019,1
CUST108020,1
CUST108021,3
CUST108022,0
CUST108023,0
CUST108024,1
CUST108025,1
CUST108026,1
CUST108027,1
CUST108028,1
CUST108029,1
CUST108030,1
CUST108031,1
CUST108032,1
CUST108033,1
CUST108034,1
CUST108035,1
CUST108036,1
CUST108037,0
CUST108038,1
CUST108039,0
CUST108040,1
CUST108041,1
CUST108042,1
CUST108043,1
CUST108044,1
CUST108045,3
CUST108046,1
CUST108047,1
CUST108048,1
CUST108049,2
CUST108050,3
CUST108051,2
CUST108052,1
CUST108053,2
CUST108054,0
CUST108055,1
CUST108056,1
CUST108057,1
CUST108058,1
CUST108059,1
CUST108060,1
CUST108061,1
CUST108062,1
CUST108063,1
CUST108064,1
CUST108065,0
CUST108066,1
CUST108067,3
CUST108068,2
CUST108069,2
CUST108070,1
CUST108071,1
CUST108072,2
CUST108073,1
CUST108074,1
CUST108075,1
CUST108076,3
CUST108077,0
CUST108078,3
CUST108079,1
CUST108080,1
CUST108081,3
CUST108082,3
CUST108083,1
CUST108084,1
CUST108085,1
CUST108086,1
CUST108087,0
CUST108088,0
CUST108089,1
CUST108090,1
CUST108091,1
CUST108092,0
CUST108093,0
CUST108094,1
CUST108095,2
CUST108096,1
CUST108097,3
CUST108098,0
CUST108099,1
CUST108100,1
CUST108101,1
CUST108102,1
CUST108103,3
CUST108104,1
CUST108105,1
CUST108106,1
CUST108107,2
CUST108108,1
CUST108109,1
CUST108110,1
CUST108111,1
CUST108112,1
CUST108113,2
CUST108114,1
CUST108115,1
CUST108116,1
CUST108117,1
CUST108118,3
CUST108119,3
CUST108120,1
CUST108121,1
CUST108122,1
CUST108123,1
CUST108124,3
CUST108125,1
CUST108126,1
CUST108127,1
CUST108128,3
CUST108129,1
CUST108130,1
CUST108131,1
CUST108132,1
CUST108133,1
CUST108134,2
CUST108135,0
CUST108136,1
CUST108137,2
CUST108138,1
CUST108139,2
CUST108140,1
CUST108141,1
CUST108142,3
CUST108143,0
CUST108144,1
CUST108145,1
CUST108146,1
CUST108147,0
CUST108148,1
CUST108149,1
CUST108150,1
CUST108151,2
CUST108152,1
CUST108153,1
CUST108154,1
CUST108155,2
CUST108156,1
CUST108157,3
CUST108158,1
CUST108159,0
CUST108160,3
CUST108161,2
CUST108162,1
CUST108163,1
CUST108164,1
CUST108165,1
CUST108166,1
CUST108167,2
CUST108168,1
CUST108169,2
CUST108170,1
CUST108171,1
CUST108172,1
CUST108173,1
CUST108174,1
CUST108175,1
CUST108176,1
CUST108177,1
CUST108178,1
CUST108179,1
CUST108180,0
CUST108181,1
CUST108182,1
CUST108183,3
CUST108184,1
CUST108185,0
CUST108186,2
CUST108187,1
CUST108188,2
CUST108189,1
CUST108190,3
CUST108191,1
CUST108192,1
CUST108193,0
CUST108194,1
CUST108195,1
CUST108196,1
CUST108197,1
CUST108198,1
CUST108199,1
CUST108200,1
CUST108201,1
CUST108202,0
CUST108203,1
CUST108204,1
CUST108205,1
CUST108206,1
CUST108207,1
CUST108208,1
CUST108209,1
CUST108210,0
CUST108211,1
CUST108212,1
CUST108213,1
CUST108214,3
CUST108215,1
CUST108216,1
CUST108217,1
CUST108218,1
CUST108219,1
CUST108220,1
CUST108221,1
CUST108222,1
CUST108223,1
CUST108224,1
CUST108225,1
CUST108226,1
CUST108227,1
CUST108228,1
CUST108229,1
CUST108230,1
CUST108231,1
CUST108232,1
CUST108233,1
CUST108234,1
CUST108235,0
CUST108236,0
CUST108237,0
CUST108238,1
CUST108239,1
CUST108240,2
CUST108241,1
CUST108242,0
CUST108243,3
CUST108244,1
CUST108245,1
CUST108246,2
CUST108247,1
CUST108248,3
CUST108249,3
CUST108250,1
CUST108251,0
CUST108252,1
CUST108253,2
CUST108254,1
CUST108255,2
CUST108256,2
CUST108257,1
CUST108258,1
CUST108259,1
CUST108260,1
CUST108261,1
CUST108262,3
CUST108263,1
CUST108264,3
CUST108265,1
CUST108266,1
CUST108267,3
CUST108268,2
CUST108269,2
CUST108270,3
CUST108271,1
CUST108272,2
CUST108273,1
CUST108274,1
CUST108275,1
CUST108276,1
CUST108277,3
CUST108278,0
CUST108279,0
CUST108280,1
CUST108281,1
CUST108282,1
CUST108283,1
CUST108284,1
CUST108285,0
CUST108286,1
CUST108287,0
CUST108288,1
CUST108289,1
CUST108290,1
CUST108291,1
CUST108292,1
CUST108293,1
CUST108294,1
CUST108295,1
CUST108296,0
CUST108297,1
CUST108298,1
CUST108299,1
CUST108300,1
CUST108301,1
CUST108302,3
CUST108303,1
CUST108304,1
CUST108305,1
CUST108306,1
CUST108307,0
CUST108308,2
CUST108309,1
CUST108310,1
CUST108311,1
CUST108312,1
CUST108313,1
CUST108314,1
CUST108315,0
CUST108316,1
CUST108317,1
CUST108318,1
CUST108319,1
CUST108320,3
CUST108321,2
CUST108322,3
CUST108323,1
CUST108324,1
CUST108325,0
CUST108326,1
CUST108327,3
CUST108328,2
CUST108329,2
CUST108330,1
CUST108331,3
CUST108332,1
CUST108333,1
CUST108334,2
CUST108335,2
CUST108336,1
CUST108337,1
CUST108338,1
CUST108339,1
CUST108340,3
CUST108341,1
CUST108342,1
CUST108343,1
CUST108344,1
CUST108345,0
CUST108346,3
CUST108347,1
CUST108348,1
CUST108349,2
CUST108350,1
CUST108351,1
CUST108352,1
CUST108353,1
CUST108354,1
CUST108355,2
CUST108356,1
CUST108357,1
CUST108358,1
CUST108359,1
CUST108360,1
CUST108361,1
CUST108362,1
CUST108363,1
CUST108364,2
CUST108365,1
CUST108366,1
CUST108367,3
CUST108368,1
CUST108369,1
CUST108370,2
CUST108371,1
CUST108372,1
CUST108373,1
CUST108374,1
CUST108375,1
CUST108376,1
CUST108377,1
CUST108378,1
CUST108379,2
CUST108380,3
CUST108381,0
CUST108382,1
CUST108383,3
CUST108384,1
CUST108385,1
CUST108386,1
CUST108387,1
CUST108388,2
CUST108389,1
CUST108390,1
CUST108391,3
CUST108392,1
CUST108393,1
CUST108394,1
CUST108395,1
CUST108396,2
CUST108397,3
CUST108398,1
CUST108399,2
CUST108400,1
CUST108401,3
CUST108402,3
CUST108403,1
CUST108404,2
CUST108405,1
CUST108406,3
CUST108407,0
CUST108408,3
CUST108409,1
CUST108410,1
CUST108411,1
CUST108412,0
CUST108413,1
CUST108414,1
CUST108415,2
CUST108416,2
CUST108417,1
CUST108418,1
CUST108419,1
CUST108420,1
CUST108421,1
CUST108422,1
CUST108423,3
CUST108424,1
CUST108425,1
CUST108426,1
CUST108427,1
CUST108428,1
CUST108429,2
CUST108430,1
CUST108431,3
CUST108432,2
CUST108433,1
CUST108434,2
CUST108435,1
CUST108436,3
CUST108437,1
CUST108438,1
CUST108439,1
CUST108440,1
CUST108441,1
CUST108442,1
CUST108443,1
CUST108444,0
CUST108445,3
CUST108446,1
CUST108447,2
CUST108448,2
CUST108449,1
CUST108450,1
CUST108451,2
CUST108452,1
CUST108453,1
CUST108454,1
CUST108455,1
CUST108456,3
CUST108457,2
CUST108458,1
CUST108459,1
CUST108460,2
CUST108461,3
CUST108462,0
CUST108463,1
CUST108464,1
CUST108465,1
CUST108466,1
CUST108467,1
CUST108468,1
CUST108469,1
CUST108470,1
CUST108471,1
CUST108472,1
CUST108473,1
CUST108474,3
CUST108475,1
CUST108476,2
CUST108477,1
CUST108478,1
CUST108479,1
CUST108480,2
CUST108481,0
CUST108482,3
CUST108483,1
CUST108484,1
CUST108485,1
CUST108486,2
CUST108487,1
CUST108488,2
CUST108489,2
CUST108490,1
CUST108491,2
CUST108492,1
CUST108493,1
CUST108494,1
CUST108495,1
CUST108496,1
CUST108497,3
CUST108498,1
CUST108499,1
CUST108500,1
CUST108501,1
CUST108502,1
CUST108503,2
CUST108504,0
CUST108505,1
CUST108506,0
CUST108507,1
CUST108508,1
CUST108509,1
CUST108510,1
CUST108511,1
CUST108512,1
CUST108513,3
CUST108514,3
CUST108515,3
CUST108516,3
CUST108517,1
CUST108518,2
CUST108519,1
CUST108520,3
CUST108521,0
CUST108522,3
CUST108523,1
CUST108524,3
CUST108525,1
CUST108526,1
CUST108527,0
CUST108528,1
CUST108529,1
CUST108530,1
CUST108531,2
CUST108532,1
CUST108533,2
CUST108534,1
CUST108535,1
CUST108536,0
CUST108537,3
CUST108538,1
CUST108539,2
CUST108540,2
CUST108541,2
CUST108542,1
CUST108543,1
CUST108544,1
CUST108545,0
CUST108546,1
CUST108547,1
CUST108548,3
CUST108549,2
CUST108550,3
CUST108551,1
CUST108552,1
CUST108553,1
CUST108554,1
CUST108555,1
CUST108556,1
CUST108557,1
CUST108558,1
CUST108559,1
CUST108560,1
CUST108561,1
CUST108562,2
CUST108563,2
CUST108564,2
CUST108565,0
CUST108566,1
CUST108567,1
CUST108568,1
CUST108569,0
CUST108570,3
CUST108571,2
CUST108572,3
CUST108573,1
CUST108574,1
CUST108575,3
CUST108576,1
CUST108577,2
CUST108578,3
CUST108579,1
CUST108580,2
CUST108581,2
CUST108582,3
CUST108583,1
CUST108584,1
CUST108585,1
CUST108586,1
CUST108587,1
CUST108588,0
CUST108589,1
CUST108590,1
CUST108591,0
CUST108592,1
CUST108593,1
CUST108594,1
CUST108595,1
CUST108596,1
CUST108597,2
CUST108598,1
CUST108599,1
CUST108600,2
CUST108601,1
CUST108602,1
CUST108603,0
CUST108604,1
CUST108605,3
CUST108606,1
CUST108607,3
CUST108608,0
CUST108609,2
CUST108610,1
CUST108611,1
CUST108612,0
CUST108613,1
CUST108614,1
CUST108615,2
CUST108616,1
CUST108617,1
CUST108618,1
CUST108619,1
CUST108620,1
CUST108621,2
CUST108622,1
CUST108623,3
CUST108624,3
CUST108625,1
CUST108626,2
CUST108627,1
CUST108628,1
CUST108629,1
CUST108630,2
CUST108631,1
CUST108632,1
CUST108633,2
CUST108634,1
CUST108635,1
CUST108636,2
CUST108637,1
CUST108638,3
CUST108639,1
CUST108640,1
CUST108641,1
CUST108642,0
CUST108643,1
CUST108644,1
CUST108645,1
CUST108646,3
CUST108647,1
CUST108648,1
CUST108649,2
CUST108650,1
CUST108651,1
CUST108652,2
CUST108653,2
CUST108654,1
CUST108655,0
CUST108656,1
CUST108657,1
CUST108658,2
CUST108659,2
CUST108660,1
CUST108661,1
CUST108662,2
CUST108663,1
CUST108664,0
CUST108665,1
CUST108666,1
CUST108667,1
CUST108668,0
CUST108669,1
CUST108670,0
CUST108671,1
CUST108672,1
CUST108673,0
CUST108674,2
CUST108675,1
CUST108676,0
CUST108677,1
CUST108678,1
CUST108679,1
CUST108680,1
CUST108681,3
CUST108682,2
CUST108683,1
CUST108684,1
CUST108685,2
CUST108686,1
CUST108687,0
CUST108688,1
CUST108689,1
CUST108690,1
CUST108691,1
CUST108692,2
CUST108693,1
CUST108694,0
CUST108695,2
CUST108696,1
CUST108697,1
CUST108698,1
CUST108699,2
CUST108700,1
CUST108701,0
CUST108702,1
CUST108703,2
CUST108704,2
CUST108705,1
CUST108706,1
CUST108707,1
CUST108708,1
CUST108709,0
CUST108710,1
CUST108711,0
CUST108712,1
CUST108713,2
CUST108714,1
CUST108715,1
CUST108716,1
CUST108717,2
CUST108718,1
CUST108719,3
CUST108720,1
CUST108721,1
CUST108722,3
CUST108723,1
CUST108724,1
CUST108725,1
CUST108726,1
CUST108727,3
CUST108728,0
CUST108729,2
CUST108730,0
CUST108731,1
CUST108732,2
CUST108733,3
